"profession","salary_min","salary_max","salary_unit","salary_paytime","company_name","location","start_date","telephone","email","job_description","ref_no","external_link","application_link"
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218055-S","https://www.azubi.de/ausbildungsplatz/10218055-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218056-S","https://www.azubi.de/ausbildungsplatz/10218056-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218057-S","https://www.azubi.de/ausbildungsplatz/10218057-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218058-S","https://www.azubi.de/ausbildungsplatz/10218058-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218059-S","https://www.azubi.de/ausbildungsplatz/10218059-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218060-S","https://www.azubi.de/ausbildungsplatz/10218060-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218061-S","https://www.azubi.de/ausbildungsplatz/10218061-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218062-S","https://www.azubi.de/ausbildungsplatz/10218062-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218063-S","https://www.azubi.de/ausbildungsplatz/10218063-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218064-S","https://www.azubi.de/ausbildungsplatz/10218064-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218065-S","https://www.azubi.de/ausbildungsplatz/10218065-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218066-S","https://www.azubi.de/ausbildungsplatz/10218066-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218068-S","https://www.azubi.de/ausbildungsplatz/10218068-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218069-S","https://www.azubi.de/ausbildungsplatz/10218069-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218070-S","https://www.azubi.de/ausbildungsplatz/10218070-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218071-S","https://www.azubi.de/ausbildungsplatz/10218071-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218072-S","https://www.azubi.de/ausbildungsplatz/10218072-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218073-S","https://www.azubi.de/ausbildungsplatz/10218073-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218074-S","https://www.azubi.de/ausbildungsplatz/10218074-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218075-S","https://www.azubi.de/ausbildungsplatz/10218075-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-09-01","[]","[]",NULL,"12857-10218076-S","https://www.azubi.de/ausbildungsplatz/10218076-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Verkäufer/in","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218077-S","https://www.azubi.de/ausbildungsplatz/10218077-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Einzelhandel","NaN","NaN","","","Lidl Dienstleistung GmbH & Co. KG",NULL,"2026-08-01","[]","[]",NULL,"12857-10218078-S","https://www.azubi.de/ausbildungsplatz/10218078-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Fachmann/-frau - Systemgastronomie","NaN","NaN","","","McDonald's",NULL,"2025-09-01","[]","[]",NULL,"12857-10218079-S","https://www.azubi.de/ausbildungsplatz/10218079-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Immobilienkaufmann/-frau","NaN","NaN","","","Volkswohnung GmbH",NULL,"2026-09-01","[]","[]",NULL,"12857-10222632-S","https://www.azubi.de/ausbildungsplatz/10222632-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222635-S","https://www.azubi.de/ausbildungsplatz/10222635-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222637-S","https://www.azubi.de/ausbildungsplatz/10222637-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222638-S","https://www.azubi.de/ausbildungsplatz/10222638-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222640-S","https://www.azubi.de/ausbildungsplatz/10222640-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222641-S","https://www.azubi.de/ausbildungsplatz/10222641-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222643-S","https://www.azubi.de/ausbildungsplatz/10222643-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222644-S","https://www.azubi.de/ausbildungsplatz/10222644-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222645-S","https://www.azubi.de/ausbildungsplatz/10222645-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222646-S","https://www.azubi.de/ausbildungsplatz/10222646-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Kaufmann/-frau - Versicherungen und Finanzanlagen","NaN","NaN","","","VGH Versicherungen",NULL,"2026-08-01","[]","[]",NULL,"12857-10222647-S","https://www.azubi.de/ausbildungsplatz/10222647-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Zahnmedizinische/r Fachangestellte/r","NaN","NaN","","","MedizInKarlsruhe",NULL,"2026-09-01","[]","[]",NULL,"12857-10222651-S","https://www.azubi.de/ausbildungsplatz/10222651-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Eisenbahner/in - Betriebsdienst - Lokführer/in und Transport","NaN","NaN","","","Deutsche Bahn AG",NULL,"2025-09-01","[]","[]",NULL,"12857-10412873-S","https://www.azubi.de/ausbildungsplatz/10412873-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Eisenbahner/in - Betriebsdienst - Lokführer/in und Transport","NaN","NaN","","","Deutsche Bahn AG",NULL,"2025-09-01","[]","[]",NULL,"12857-10412875-S","https://www.azubi.de/ausbildungsplatz/10412875-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Elektroniker/in - Automatisierungstechnik","NaN","NaN","","","Deutsche Bahn AG",NULL,"2025-09-01","[]","[]",NULL,"12857-10412876-S","https://www.azubi.de/ausbildungsplatz/10412876-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Industriemechaniker/in","NaN","NaN","","","Deutsche Bahn AG",NULL,"2026-09-01","[]","[]",NULL,"12857-10412877-S","https://www.azubi.de/ausbildungsplatz/10412877-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Fachmann/-frau - Systemgastronomie","NaN","NaN","","","McDonald's",NULL,"2025-09-01","[]","[]",NULL,"12857-10412879-S","https://www.azubi.de/ausbildungsplatz/10412879-p-?utm_campaign=BAG&utm_medium=premiumcpc&utm_source=BAG",NULL
"Holzmechaniker/in-Herst. v. Bauelement.,Holzpackm. u. Rahmen","NaN","NaN","","","BROPACK Bronner Packmittel GmbH","Schloßwiesenstr. 27, 72175 Dornhan",NULL,"['+49 7455 94730']","[bewerbung@bropack.de, bewerbung@bropack.de]","Ausbildung zum Holzmechaniker (m/w/d/keine Angaben) in Dornhan
zur Verstärkung unseres Teams gesucht
Was Sie erwartet
Eine vielfältige Ausbildung über einen Zeitraum von 3 Jahren
Herstellung und Montage verschiedener Holzverpackungen
Umgang mit einem natürlichen und nachwachsenden Rohstoff (Holz)
Arbeiten mit modernen Holzbearbeitungsmaschinen (einschließlich Wartung und Pflege)
Anfertigung und Montage von Sonderlösungen und Einzelteilen
Flache Hierarchien in einem Familienunternehmen
Überdurchschnittliche soziale Leistungen
Teamarbeit
Verpackungs- und Logistikdienstleistungen für unsere Kunden
Abwechslungsreiche Aufgaben
Zukunftsperspektiven (spätere Übernahme möglich)
Unterstützung bei Weiterbildungen nach Abschluss der Ausbildung
Was Sie mitbringen sollten
Hauptschulabschluss oder einen mittleren Bildungsabschluss
Organisationstalent, Sorgfalt sowie Zuverlässigkeit
Ausgezeichnete Auffassungsgabe und Lernbereitschaft
Räumliches Denkvermögen und Belastbarkeit
Was wir Dir bieten
Jeder Auszubildende erhält ein E-Bike während seiner Ausbildungsdauer
Anerkennung für gute Leistungen
Ein abwechslungsreiches Arbeitsumfeld in einem erfahrenen, freundlichen und familiären Team
Duale Ausbildung in Betrieb und Berufsschule
Die Ausbildungsdauer beträgt 3 Jahre
Eine überbetriebliche Ausbildung ins möglich
Etwas über uns
Seit 1963 sorgen wir dafür, daß Transportgüter jeder Art weltweit sicher ans Ziel gelangen. Vom Standardangebot an Holzverpackungen wie Paletten, und Versandkisten, Sperrholzfaltkisten, Kombinationsverpackungen Holz- Wellpappe, bis hin zu biBOX Mehrwegverpackungen reicht das Angebot.
Neben den Transportverpackungen für alle Industriezweige bieten wir zahlreiche Zusatzleistungen wie die IPPC Hitzebehandlung, Sonderpaletten und zertifizierter Verpackungsservice Ihrer Maschine vor Ort.
Klingt das gut? Dann bewirb Dich jetzt. Wir freuen uns auf Dich!","15724-k52916.1477-S",NULL,"https://k52916.coveto.de/job-ausbildung-zum-holzmechaniker-m-w-d-keine-angaben-dornhan-1477.html"
"Fachkraft - Lagerlogistik","NaN","NaN","","","BROPACK Bronner Packmittel GmbH","Schloßwiesenstr. 27, 72175 Dornhan",NULL,"['+49 7455 94730']","[bewerbung@bropack.de, bewerbung@bropack.de]","Ausbildung zur Fachkraft für Lagerlogistik (m/w/d/keine Angaben) in Dornhan
zur Verstärkung unseres Teams gesucht
Aufgabenbereich für Fachkräfte in der Lagerlogistik
In dieser interessanten Position erwarten Sie folgende Tätigkeiten:
Effizientes Kommissionieren von Waren unter Berücksichtigung der Bestellvorgaben.
Präzises Einlagern von Gütern in die entsprechenden Lagerbereiche.
Durchführung von Bestandsprüfungen zur Gewährleistung der Lagergenauigkeit.
Bedienung von Flurförderzeugen zur optimalen Warenbewegung im Lager.
Koordination und Organisation von Wareneingängen und -ausgängen.
Was Sie mitbringen sollten
Hauptschulabschluss oder einen mittleren Bildungsabschluss
Organisationstalent, Gewissenhaftigkeit und Verlässlichkeit
Ausgeprägte Auffassungsgabe und Lernwilligkeit
Räumliches Denkvermögen und Belastbarkeit
Was wir Dir bieten
Jeder Auszubildende erhält ein E-Bike während seiner Ausbildungsdauer
Anerkennung für gute Leistungen
Ein abwechslungsreiches Arbeitsumfeld in einem erfahrenen, freundlichen und familiären Team
Duale Ausbildung in Betrieb und Berufsschule
Die Ausbildungsdauer beträgt 3 Jahre
Etwas über uns
Seit 1963 sorgen wir dafür, daß Transportgüter jeder Art weltweit sicher ans Ziel gelangen. Vom Standardangebot an Holzverpackungen wie Paletten, und Versandkisten, Sperrholzfaltkisten, Kombinationsverpackungen Holz- Wellpappe, bis hin zu biBOX Mehrwegverpackungen reicht das Angebot.
Neben den Transportverpackungen für alle Industriezweige bieten wir zahlreiche Zusatzleistungen wie die IPPC Hitzebehandlung, Sonderpaletten und zertifizierter Verpackungsservice Ihrer Maschine vor Ort.
Klingt das gut? Dann bewirb Dich jetzt. Wir freuen uns auf Dich!","15724-k52916.1478-S",NULL,"https://k52916.coveto.de/job-ausbildung-zur-fachkraft-fuer-lagerlogistik-m-w-d-keine-angaben-dornhan-1478.html"
"Fachkraft - Lagerlogistik","NaN","NaN","","","BROPACK Bronner Packmittel GmbH","Schloßwiesenstr. 27, 72175 Dornhan",NULL,"['+49 7455 94730']","[bewerbung@bropack.de, bewerbung@bropack.de]","Wir bieten zum nächstmöglichen Ausbildungsbeginn folgenden Ausbildungsplatz an:
Ausbildung zum Industriekaufmann (m/w/d)
Was Sie erwartet
Eine vielfältige kaufmännische Ausbildung über einen Zeitraum von drei Jahren
Ein umfassender Einblick in sämtliche kaufmännischen Abteilungen, wie beispielsweise Einkauf, Vertrieb, Arbeitsvorbereitung, Buchhaltung und Personalwesen
Einblicke in die Produktionsabläufe, um die Produkte näher kennenzulernen
Zusammenarbeit im Team
Perspektiven für die Zukunft (eine spätere Übernahme ist möglich)
Was Sie mitbringen sollten
Mittlere Reife oder vergleichbarer Bildungsabschluss
Fundierte Kenntnisse in der Anwendung von MS Office Programmen
Exzellente Deutschkenntnisse in Wort und Schrift
Teamfähigkeit
Selbstständigkeit, Eigenverantwortung und Verlässlichkeit
Was wir Ihnen bieten
Jeder Auszubildende erhält ein E-Bike während seiner Ausbildungsdauer
Anerkennung für gute Leistungen
Ein abwechslungsreiches Arbeitsumfeld in einem erfahrenen, freundlichen und familiären Team
Etwas über uns
BROPACK Bronner Packmittel GmbH mit Sitz in Dornhan fertigt individuelle Holzverpackungen wie Paletten, Versandkisten, Faltkisten, Kombinationsverpackungen Holz- Wellpappe, Mehrwegverpackungen und vieles mehr. Wir bieten folgenden Ausbildungsplatz an:
So geht es weiter
Bewirb Dich bitte direkt online, indem Du auf den ""Jetzt auf diese Stelle bewerben"" Button klickst.
Deine Bewerbung wird von uns gesichtet und wir werden uns schnellstmöglich bei Dir melden - versprochen.
Danach vereinbaren wir einen Termin für ein persönliches Kennenlernen und besprechen alle Einzelheiten.
Bei Fragen vorab kannst Du gerne Kontakt zu uns aufnehmen.
Klingt das gut? Dann bewirb Dich jetzt. Wir freuen uns auf Dich!","15724-k52916.1480-S",NULL,"https://k52916.coveto.de/job-ausbildung-zum-industriekaufmann-m-w-d-dornhan-1480.html"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Am alten Sportplatz 1, 78359 Orsingen-Nenzingen","2026-09-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-3051-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/orsingen-nenzingen/am-alten-sportplatz-1/3051?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L3051"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Im Kleinfeldele 4, 79359 Riegel, Kaiserstuhl","2026-09-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-3058-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/riegel/im-kleinfeldele-4/3058?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L3058"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Industriestr. 5, 69239 Neckarsteinach","2026-08-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-3574-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/neckarsteinach/industriestr-5/3574?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L3574"
"Verkäufer/in","NaN","NaN","","","Netto Marken-Discount Stiftung & Co. KG","Dieselstr. 9, 74211 Leingarten","2026-08-01","[]","[]","Richtiges Verkaufen will gelernt sein
Deine Ausbildung zum Verkäufer (m/w/d) im Lebensmitteleinzelhandel ist eine abwechslungsreiche und vielseitige Tätigkeit, die Kontaktfreudigkeit erfordert. Denn die freundliche Beratung und der tägliche Service für unsere Kunden bilden die Grundlage für deine erfolgreiche Entwicklung.Du absolvierst deine Ausbildung in einem motivierten Team aus tatkräftigen Mitarbeitern. Bei guten theoretischen und praktischen Leistungen bieten wir dir die Möglichkeit, deine Ausbildung in einem dritten Ausbildungsjahr zum Kaufmann im Einzelhandel (m/w/d) zu erweitern.Die Ausbildung endet mit einer Abschlussprüfung vor der IHK zum Verkäufer (m/w/d).
Das sind deine Aufgaben
Kundenberatung und Verkauf sind dein Spezialgebiet
Du kassierst, nimmst Waren an und zeichnest sie aus
Du kümmerst dich um Warenpflege und -positionierung
Du kontrollierst unsere Produkte auf Qualität und Frische
Das bringst du mit
Der Umgang mit Lebensmitteln macht dir Spaß
Du bist kontaktfreudig, gehst gerne auf fremde Menschen zu und kannst dich gut ausdrücken
Du legst Wert auf ein gepflegtes Äußeres und hast Sinn für Ordnung und Sauberkeit
Du bist teamfähig und kannst auch mal mit anpacken
Unser Angebot für dich
Du übernimmst von Anfang an spannende und verantwortungsvolle Aufgaben
Wir unterstützen dich mit Schulungen und praktischer Hilfe von erfahrenen Kollegen
Bei besonders guten Leistungen bieten wir dir eine Übernahmegarantie
Information und Bewerbung
Ausbildungsdauer: 2 Jahre
Beginn: August/September
Bewerbungen ab: Einem Jahr vor Ausbildungsbeginn
Schulabschluss: Hauptschulabschluss","18279-14-3890-A2026-S",NULL,"https://www.netto-online.de/karriere/job/p14/ausbildung-zum-verkaeufer-m-w-d/leingarten/dieselstr-9/3890?utm_source=arbeitsagentur.de&utm_medium=referral&utm_campaign=Karriere-Ausbildung&utm_term=P14-L3890"
